,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expirationDate
11,TSLA230714C00115000,2023-07-06 17:57:49+00:00,115.0,274.42999267578125,158.15,160.8,0.0,0.0,2.0,32.0,2.43750390625,True,REGULAR,USD,0,2023-07-14
12,TSLA230714C00120000,2023-07-07 19:57:17+00:00,120.0,274.42999267578125,153.15,155.85,-2.3700104,-1.5085998,61.0,44.0,2.43750390625,True,REGULAR,USD,0,2023-07-14
13,TSLA230714C00125000,2023-07-07 18:39:58+00:00,125.0,274.42999267578125,148.15,150.85,0.19999695,0.13097377,2.0,42.0,2.3203166992187496,True,REGULAR,USD,0,2023-07-14
14,TSLA230714C00130000,2023-07-07 17:45:11+00:00,130.0,274.42999267578125,143.15,145.85,1.3600006,0.9196028,5.0,60.0,2.2109419726562494,True,REGULAR,USD,0,2023-07-14
15,TSLA230714C00135000,2023-07-07 17:41:22+00:00,135.0,274.42999267578125,138.15,140.85,2.2200012,1.5611824,1.0,50.0,2.1093797265624996,True,REGULAR,USD,0,2023-07-14
16,TSLA230714C00140000,2023-07-07 19:52:57+00:00,140.0,274.42999267578125,133.15,135.85,-2.6799927,-1.9533474,164.0,74.0,2.00781748046875,True,REGULAR,USD,0,2023-07-14
17,TSLA230714C00145000,2023-07-07 19:52:57+00:00,145.0,274.42999267578125,128.15,130.35,-2.7200012,-2.0567117,20.0,43.0,2.7246125634765628,True,REGULAR,USD,0,2023-07-14
18,TSLA230714C00150000,2023-07-07 19:03:40+00:00,150.0,274.42999267578125,123.2,125.85,-0.5999985,-0.46790805,11.0,286.0,1.8789068554687498,True,REGULAR,USD,0,2023-07-14
19,TSLA230714C00155000,2023-07-07 19:14:24+00:00,155.0,274.42999267578125,118.2,120.85,-0.25,-0.20424835,4.0,53.0,1.78515732421875,True,REGULAR,USD,0,2023-07-14
20,TSLA230714C00160000,2023-07-07 19:48:25+00:00,160.0,274.42999267578125,113.2,115.85,-3.300003,-2.7954283,27.0,83.0,1.69140779296875,True,REGULAR,USD,0,2023-07-14
21,TSLA230714C00165000,2023-07-07 19:58:04+00:00,165.0,274.42999267578125,108.2,110.9,-3.0499954,-2.700306,288.0,209.0,1.6484392578125,True,REGULAR,USD,0,2023-07-14
22,TSLA230714C00170000,2023-07-07 19:54:56+00:00,170.0,274.42999267578125,103.2,105.9,-2.75,-2.5586154,135.0,410.0,1.5625021874999998,True,REGULAR,USD,0,2023-07-14
23,TSLA230714C00175000,2023-07-07 19:58:00+00:00,175.0,274.42999267578125,98.2,100.9,-2.5600052,-2.4963484,50.0,184.0,1.4765651171875,True,REGULAR,USD,0,2023-07-14
24,TSLA230714C00180000,2023-07-07 19:55:41+00:00,180.0,274.42999267578125,93.2,95.9,-2.790001,-2.8615394,166.0,415.0,1.3906280468749999,True,REGULAR,USD,0,2023-07-14
25,TSLA230714C00185000,2023-07-07 19:46:59+00:00,185.0,274.42999267578125,88.2,90.9,-2.5599976,-2.7645762,94.0,151.0,1.3085972070312497,True,REGULAR,USD,0,2023-07-14
26,TSLA230714C00187500,2023-07-07 18:35:32+00:00,187.5,274.42999267578125,85.7,88.4,91.12,,58.0,3.0,1.2695349023437497,True,REGULAR,USD,0,2023-07-14
27,TSLA230714C00190000,2023-07-07 19:56:39+00:00,190.0,274.42999267578125,83.2,85.9,-2.1200027,-2.4306383,221.0,356.0,1.23047259765625,True,REGULAR,USD,0,2023-07-14
28,TSLA230714C00192500,2023-07-07 14:30:09+00:00,192.5,274.42999267578125,80.7,83.4,84.3,,1.0,3.0,1.19141029296875,True,REGULAR,USD,0,2023-07-14
29,TSLA230714C00195000,2023-07-07 19:53:14+00:00,195.0,274.42999267578125,78.25,80.9,-2.0299988,-2.4865248,42.0,469.0,1.1796916015624999,True,REGULAR,USD,0,2023-07-14
30,TSLA230714C00197500,2023-07-07 19:13:25+00:00,197.5,274.42999267578125,75.75,78.4,79.7,,13.0,10.0,1.140629296875,True,REGULAR,USD,0,2023-07-14
31,TSLA230714C00200000,2023-07-07 19:57:49+00:00,200.0,274.42999267578125,73.25,75.2,-1.9100037,-2.480202,157.0,933.0,1.4423856005859377,True,REGULAR,USD,0,2023-07-14
32,TSLA230714C00202500,2023-07-07 19:58:54+00:00,202.5,274.42999267578125,70.75,73.45,72.25,,204.0,6.0,1.087895185546875,True,REGULAR,USD,0,2023-07-14
33,TSLA230714C00205000,2023-07-07 19:57:50+00:00,205.0,274.42999267578125,68.25,70.95,-1.8899994,-2.6260934,58.0,760.0,1.0488328808593752,True,REGULAR,USD,0,2023-07-14
34,TSLA230714C00207500,2023-07-07 19:22:55+00:00,207.5,274.42999267578125,65.75,68.45,69.37,,7.0,3.0,1.009770576171875,True,REGULAR,USD,0,2023-07-14
35,TSLA230714C00210000,2023-07-07 19:24:21+00:00,210.0,274.42999267578125,63.25,65.95,-1.0300064,-1.5232275,56.0,550.0,0.9726565234375,True,REGULAR,USD,0,2023-07-14
36,TSLA230714C00212500,2023-07-07 18:47:12+00:00,212.5,274.42999267578125,60.75,63.45,65.25,,6.0,54.0,0.9345709667968749,True,REGULAR,USD,0,2023-07-14
37,TSLA230714C00215000,2023-07-07 19:48:30+00:00,215.0,274.42999267578125,58.3,60.2,-2.0499992,-3.3144693,206.0,580.0,1.1630901220703125,True,REGULAR,USD,0,2023-07-14
38,TSLA230714C00217500,2023-07-07 19:28:27+00:00,217.5,274.42999267578125,56.7,57.65,58.7,,10.0,49.0,0.9091805957031249,True,REGULAR,USD,0,2023-07-14
39,TSLA230714C00220000,2023-07-07 19:51:47+00:00,220.0,274.42999267578125,54.25,55.15,-2.25,-3.9647574,342.0,1040.0,0.883790224609375,True,REGULAR,USD,0,2023-07-14
40,TSLA230714C00222500,2023-07-07 19:29:35+00:00,222.5,274.42999267578125,51.75,52.65,-2.2000008,-3.9639652,26.0,161.0,0.8457046679687499,True,REGULAR,USD,0,2023-07-14
41,TSLA230714C00225000,2023-07-07 19:59:35+00:00,225.0,274.42999267578125,49.25,50.2,-2.9300003,-5.5703425,230.0,1252.0,0.8193377441406249,True,REGULAR,USD,0,2023-07-14
42,TSLA230714C00227500,2023-07-07 19:42:23+00:00,227.5,274.42999267578125,46.75,47.7,-2.6500015,-5.2475276,640.0,72.0,0.780275634765625,True,REGULAR,USD,0,2023-07-14
43,TSLA230714C00230000,2023-07-07 19:59:48+00:00,230.0,274.42999267578125,44.4,45.2,-3.2800026,-6.850465,459.0,698.0,0.772463212890625,True,REGULAR,USD,0,2023-07-14
44,TSLA230714C00232500,2023-07-07 19:53:14+00:00,232.5,274.42999267578125,41.8,42.75,-3.079998,-6.7916164,97.0,143.0,0.7236355761718749,True,REGULAR,USD,0,2023-07-14
45,TSLA230714C00235000,2023-07-07 19:41:01+00:00,235.0,274.42999267578125,39.35,40.25,-2.210003,-5.2122707,213.0,1509.0,0.69336244140625,True,REGULAR,USD,0,2023-07-14
46,TSLA230714C00237500,2023-07-07 19:59:38+00:00,237.5,274.42999267578125,36.85,37.8,-2.949997,-7.3110213,24.0,107.0,0.6621127539062501,True,REGULAR,USD,0,2023-07-14
47,TSLA230714C00240000,2023-07-07 19:57:48+00:00,240.0,274.42999267578125,34.4,35.3,-2.4000015,-6.3626757,595.0,1118.0,0.63086306640625,True,REGULAR,USD,0,2023-07-14
48,TSLA230714C00242500,2023-07-07 19:57:24+00:00,242.5,274.42999267578125,31.95,32.9,-2.7699966,-7.76562,159.0,536.0,0.6113320117187502,True,REGULAR,USD,0,2023-07-14
49,TSLA230714C00245000,2023-07-07 19:54:03+00:00,245.0,274.42999267578125,29.55,30.45,-2.2300014,-6.9405584,347.0,1915.0,0.5888712988281251,True,REGULAR,USD,0,2023-07-14
50,TSLA230714C00247500,2023-07-07 19:55:02+00:00,247.5,274.42999267578125,27.15,28.05,-2.6400013,-8.698522,146.0,1022.0,0.56836369140625,True,REGULAR,USD,0,2023-07-14
51,TSLA230714C00250000,2023-07-07 19:59:38+00:00,250.0,274.42999267578125,24.7,25.7,-2.2999992,-8.363633,2087.0,4237.0,0.5441940112304688,True,REGULAR,USD,0,2023-07-14
52,TSLA230714C00252500,2023-07-07 19:59:54+00:00,252.5,274.42999267578125,22.45,23.4,-2.2700005,-8.9829855,301.0,825.0,0.5366257275390626,True,REGULAR,USD,0,2023-07-14
53,TSLA230714C00255000,2023-07-07 19:58:48+00:00,255.0,274.42999267578125,20.3,20.95,-2.3400002,-10.12987,767.0,3198.0,0.5183153637695312,True,REGULAR,USD,0,2023-07-14
54,TSLA230714C00257500,2023-07-07 19:59:12+00:00,257.5,274.42999267578125,18.05,18.8,-2.9500008,-13.720934,475.0,1174.0,0.506840869140625,True,REGULAR,USD,0,2023-07-14
55,TSLA230714C00260000,2023-07-07 19:59:37+00:00,260.0,274.42999267578125,16.0,16.7,-2.3999996,-12.765956,2733.0,6379.0,0.5012256909179689,True,REGULAR,USD,0,2023-07-14
56,TSLA230714C00262500,2023-07-07 19:59:44+00:00,262.5,274.42999267578125,14.25,14.5,-2.6999989,-15.835771,834.0,1552.0,0.507817421875,True,REGULAR,USD,0,2023-07-14
57,TSLA230714C00265000,2023-07-07 19:59:59+00:00,265.0,274.42999267578125,12.4,12.6,-2.1999998,-14.965985,3598.0,3885.0,0.4989063781738281,True,REGULAR,USD,0,2023-07-14
58,TSLA230714C00267500,2023-07-07 19:59:57+00:00,267.5,274.42999267578125,10.65,10.85,-2.3000002,-17.624523,1157.0,851.0,0.4931691308593751,True,REGULAR,USD,0,2023-07-14
59,TSLA230714C00270000,2023-07-07 19:59:46+00:00,270.0,274.42999267578125,9.1,9.2,-2.3000002,-20.264318,6383.0,3815.0,0.4852346398925781,True,REGULAR,USD,0,2023-07-14
60,TSLA230714C00272500,2023-07-07 19:59:55+00:00,272.5,274.42999267578125,7.65,7.75,-2.1999998,-22.222221,3607.0,1417.0,0.4819387744140625,True,REGULAR,USD,0,2023-07-14
61,TSLA230714C00275000,2023-07-07 19:59:58+00:00,275.0,274.42999267578125,6.4,6.5,-2.0800004,-24.673788,26504.0,4918.0,0.4826711889648438,False,REGULAR,USD,0,2023-07-14
62,TSLA230714C00277500,2023-07-07 19:59:57+00:00,277.5,274.42999267578125,5.3,5.4,-1.8999996,-26.388884,37556.0,5373.0,0.4836477416992188,False,REGULAR,USD,0,2023-07-14
63,TSLA230714C00280000,2023-07-07 19:59:59+00:00,280.0,274.42999267578125,4.35,4.45,-1.7599998,-28.571424,87803.0,11424.0,0.4852346398925781,False,REGULAR,USD,0,2023-07-14
64,TSLA230714C00282500,2023-07-07 19:59:57+00:00,282.5,274.42999267578125,3.5,3.65,-1.6000001,-31.067965,12884.0,4652.0,0.48828636718750007,False,REGULAR,USD,0,2023-07-14
65,TSLA230714C00285000,2023-07-07 19:59:59+00:00,285.0,274.42999267578125,2.88,2.95,-1.45,-32.954548,32923.0,6718.0,0.48950705810546885,False,REGULAR,USD,0,2023-07-14
66,TSLA230714C00287500,2023-07-07 19:59:57+00:00,287.5,274.42999267578125,2.32,2.4,-1.4000001,-37.333336,14451.0,1922.0,0.4943898217773438,False,REGULAR,USD,0,2023-07-14
67,TSLA230714C00290000,2023-07-07 19:59:59+00:00,290.0,274.42999267578125,1.88,1.92,-1.1899999,-38.387096,36945.0,7480.0,0.49707534179687507,False,REGULAR,USD,0,2023-07-14
68,TSLA230714C00292500,2023-07-07 19:59:56+00:00,292.5,274.42999267578125,1.51,1.55,1.54,,6512.0,1265.0,0.5002491381835938,False,REGULAR,USD,0,2023-07-14
69,TSLA230714C00295000,2023-07-07 19:59:56+00:00,295.0,274.42999267578125,1.21,1.23,-0.9200001,-42.7907,18821.0,3856.0,0.5046436254882812,False,REGULAR,USD,0,2023-07-14
70,TSLA230714C00297500,2023-07-07 19:59:58+00:00,297.5,274.42999267578125,0.97,1.0,1.0,,4383.0,1254.0,0.5112353564453125,False,REGULAR,USD,0,2023-07-14
71,TSLA230714C00300000,2023-07-07 19:59:57+00:00,300.0,274.42999267578125,0.79,0.8,-0.67,-45.27027,36561.0,20134.0,0.5180712255859375,False,REGULAR,USD,0,2023-07-14
72,TSLA230714C00302500,2023-07-07 19:59:42+00:00,302.5,274.42999267578125,0.63,0.66,0.66,,5206.0,951.0,0.5258836474609375,False,REGULAR,USD,0,2023-07-14
73,TSLA230714C00305000,2023-07-07 19:59:59+00:00,305.0,274.42999267578125,0.52,0.54,-0.51,-49.514565,9797.0,2916.0,0.5346726220703125,False,REGULAR,USD,0,2023-07-14
74,TSLA230714C00307500,2023-07-07 19:59:18+00:00,307.5,274.42999267578125,0.41,0.45,0.44,,2444.0,1870.0,0.5419967675781252,False,REGULAR,USD,0,2023-07-14
75,TSLA230714C00310000,2023-07-07 19:59:46+00:00,310.0,274.42999267578125,0.35,0.37,-0.36,-50.0,10325.0,5289.0,0.55273884765625,False,REGULAR,USD,0,2023-07-14
76,TSLA230714C00312500,2023-07-07 19:59:42+00:00,312.5,274.42999267578125,0.27,0.31,0.28,,2718.0,1421.0,0.5590864404296876,False,REGULAR,USD,0,2023-07-14
77,TSLA230714C00315000,2023-07-07 19:59:32+00:00,315.0,274.42999267578125,0.24,0.25,-0.27999997,-54.90196,5654.0,2610.0,0.569340244140625,False,REGULAR,USD,0,2023-07-14
78,TSLA230714C00317500,2023-07-07 19:59:28+00:00,317.5,274.42999267578125,0.19,0.21,0.21,,1729.0,498.0,0.577152666015625,False,REGULAR,USD,0,2023-07-14
79,TSLA230714C00320000,2023-07-07 19:59:49+00:00,320.0,274.42999267578125,0.15,0.18,-0.19999999,-52.631577,5631.0,4265.0,0.584965087890625,False,REGULAR,USD,0,2023-07-14
80,TSLA230714C00322500,2023-07-07 19:59:51+00:00,322.5,274.42999267578125,0.14,0.15,0.14,,1184.0,592.0,0.5976602734375001,False,REGULAR,USD,0,2023-07-14
81,TSLA230714C00325000,2023-07-07 19:59:44+00:00,325.0,274.42999267578125,0.11,0.13,-0.16999999,-58.620686,3879.0,2932.0,0.6054726953125001,False,REGULAR,USD,0,2023-07-14
82,TSLA230714C00327500,2023-07-07 19:58:41+00:00,327.5,274.42999267578125,0.09,0.12,0.11,,1343.0,776.0,0.6171913281250001,False,REGULAR,USD,0,2023-07-14
83,TSLA230714C00330000,2023-07-07 19:59:36+00:00,330.0,274.42999267578125,0.08,0.1,-0.1,-50.0,4558.0,3361.0,0.6269568554687501,False,REGULAR,USD,0,2023-07-14
84,TSLA230714C00332500,2023-07-07 19:59:24+00:00,332.5,274.42999267578125,0.06,0.09,0.07,,783.0,435.0,0.6347692773437501,False,REGULAR,USD,0,2023-07-14
85,TSLA230714C00335000,2023-07-07 19:58:00+00:00,335.0,274.42999267578125,0.05,0.08,-0.089999996,-56.25,3537.0,2051.0,0.6445348046875,False,REGULAR,USD,0,2023-07-14
86,TSLA230714C00337500,2023-07-07 19:50:03+00:00,337.5,274.42999267578125,0.04,0.07,0.05,,455.0,220.0,0.6523472265625001,False,REGULAR,USD,0,2023-07-14
87,TSLA230714C00340000,2023-07-07 19:59:26+00:00,340.0,274.42999267578125,0.04,0.06,-0.06999999,-53.84615,2992.0,3166.0,0.6640658593750002,False,REGULAR,USD,0,2023-07-14
88,TSLA230714C00342500,2023-07-07 19:53:21+00:00,342.5,274.42999267578125,0.03,0.06,0.04,,304.0,93.0,0.6757844921875001,False,REGULAR,USD,0,2023-07-14
89,TSLA230714C00345000,2023-07-07 19:55:40+00:00,345.0,274.42999267578125,0.03,0.05,-0.07,-63.636364,1596.0,1521.0,0.6875031250000001,False,REGULAR,USD,0,2023-07-14
90,TSLA230714C00347500,2023-07-07 18:16:57+00:00,347.5,274.42999267578125,0.03,0.05,0.05,,215.0,645.0,0.7070341796875,False,REGULAR,USD,0,2023-07-14
91,TSLA230714C00350000,2023-07-07 19:57:08+00:00,350.0,274.42999267578125,0.03,0.04,-0.049999997,-62.5,4772.0,4862.0,0.7148466015625,False,REGULAR,USD,0,2023-07-14
92,TSLA230714C00352500,2023-07-07 19:53:18+00:00,352.5,274.42999267578125,0.02,0.04,0.03,,3276.0,1507.0,0.7226590234375,False,REGULAR,USD,0,2023-07-14
93,TSLA230714C00355000,2023-07-07 19:37:53+00:00,355.0,274.42999267578125,0.02,0.04,-0.03,-50.0,739.0,1235.0,0.7421900781249999,False,REGULAR,USD,0,2023-07-14
94,TSLA230714C00360000,2023-07-07 19:58:41+00:00,360.0,274.42999267578125,0.02,0.03,-0.020000001,-40.000004,4293.0,3838.0,0.7617211328125001,False,REGULAR,USD,0,2023-07-14
95,TSLA230714C00365000,2023-07-07 19:57:10+00:00,365.0,274.42999267578125,0.0,0.02,-0.030000001,-60.000004,847.0,925.0,0.73437765625,False,REGULAR,USD,0,2023-07-14
96,TSLA230714C00370000,2023-07-07 19:59:49+00:00,370.0,274.42999267578125,0.02,0.03,-0.01,-33.333336,510.0,1113.0,0.8281267187499999,False,REGULAR,USD,0,2023-07-14
97,TSLA230714C00375000,2023-07-07 19:00:05+00:00,375.0,274.42999267578125,0.01,0.02,-0.02,-66.66667,46.0,731.0,0.8281267187499999,False,REGULAR,USD,0,2023-07-14
98,TSLA230714C00380000,2023-07-07 19:33:15+00:00,380.0,274.42999267578125,0.01,0.02,-0.01,-33.333336,334.0,745.0,0.85937640625,False,REGULAR,USD,0,2023-07-14
99,TSLA230714C00385000,2023-07-07 19:50:23+00:00,385.0,274.42999267578125,0.0,0.01,-0.01,-50.0,463.0,627.0,0.8125018749999999,False,REGULAR,USD,0,2023-07-14
100,TSLA230714C00390000,2023-07-07 19:30:07+00:00,390.0,274.42999267578125,0.0,0.01,-0.02,-66.66667,1006.0,427.0,0.8437515624999999,False,REGULAR,USD,0,2023-07-14
101,TSLA230714C00395000,2023-07-07 16:22:02+00:00,395.0,274.42999267578125,0.0,0.01,0.0,0.0,33.0,562.0,0.87500125,False,REGULAR,USD,0,2023-07-14
102,TSLA230714C00400000,2023-07-07 19:55:13+00:00,400.0,274.42999267578125,0.0,0.01,0.0,0.0,380.0,2203.0,0.8906260937499999,False,REGULAR,USD,0,2023-07-14
103,TSLA230714C00405000,2023-07-07 14:04:56+00:00,405.0,274.42999267578125,0.0,0.01,0.0,0.0,25.0,1346.0,0.9062509375,False,REGULAR,USD,0,2023-07-14
104,TSLA230714C00410000,2023-07-07 13:50:51+00:00,410.0,274.42999267578125,0.0,0.01,0.0,0.0,2.0,399.0,0.937500625,False,REGULAR,USD,0,2023-07-14
105,TSLA230714C00415000,2023-07-06 17:37:43+00:00,415.0,274.42999267578125,0.0,0.01,0.0,0.0,23.0,633.0,0.9687503125,False,REGULAR,USD,0,2023-07-14
106,TSLA230714C00420000,2023-07-06 19:33:50+00:00,420.0,274.42999267578125,0.0,0.01,0.0,0.0,185.0,412.0,0.98437515625,False,REGULAR,USD,0,2023-07-14
107,TSLA230714C00425000,2023-07-07 13:41:59+00:00,425.0,274.42999267578125,0.0,0.01,0.0,0.0,50.0,467.0,1.0312548437500002,False,REGULAR,USD,0,2023-07-14
108,TSLA230714C00430000,2023-07-06 13:30:40+00:00,430.0,274.42999267578125,0.0,0.01,0.0,0.0,1.0,187.0,1.0468797656250002,False,REGULAR,USD,0,2023-07-14
109,TSLA230714C00435000,2023-07-05 19:53:15+00:00,435.0,274.42999267578125,0.0,0.01,0.0,0.0,1.0,154.0,1.0625046875000002,False,REGULAR,USD,0,2023-07-14
110,TSLA230714C00440000,2023-07-05 15:58:26+00:00,440.0,274.42999267578125,0.0,0.01,0.0,0.0,93.0,174.0,1.09375453125,False,REGULAR,USD,0,2023-07-14
111,TSLA230714C00445000,2023-07-05 17:29:07+00:00,445.0,274.42999267578125,0.0,0.01,0.0,0.0,121.0,666.0,1.125004375,False,REGULAR,USD,0,2023-07-14
112,TSLA230714C00450000,2023-07-06 15:52:53+00:00,450.0,274.42999267578125,0.0,0.01,0.0,0.0,201.0,448.0,1.15625421875,False,REGULAR,USD,0,2023-07-14
113,TSLA230714C00455000,2023-07-03 14:31:28+00:00,455.0,274.42999267578125,0.0,0.01,0.0,0.0,25.0,54.0,1.15625421875,False,REGULAR,USD,0,2023-07-14
114,TSLA230714C00460000,2023-07-06 17:36:20+00:00,460.0,274.42999267578125,0.0,0.01,0.0,0.0,200.0,234.0,1.1875040625,False,REGULAR,USD,0,2023-07-14
115,TSLA230714C00465000,2023-07-03 14:48:04+00:00,465.0,274.42999267578125,0.0,0.01,0.0,0.0,8.0,94.0,1.21875390625,False,REGULAR,USD,0,2023-07-14
116,TSLA230714C00470000,2023-07-03 14:57:12+00:00,470.0,274.42999267578125,0.0,0.01,0.0,0.0,10.0,171.0,1.2500037499999999,False,REGULAR,USD,0,2023-07-14
117,TSLA230714C00475000,2023-07-05 16:48:23+00:00,475.0,274.42999267578125,0.0,0.01,0.0,0.0,31.0,205.0,1.2500037499999999,False,REGULAR,USD,0,2023-07-14
118,TSLA230714C00480000,2023-07-07 14:56:10+00:00,480.0,274.42999267578125,0.0,0.01,-0.01,-50.0,2.0,14.0,1.2812535937499998,False,REGULAR,USD,0,2023-07-14
119,TSLA230714C00485000,2023-07-06 13:30:05+00:00,485.0,274.42999267578125,0.0,0.01,0.0,0.0,1.0,20.0,1.3125034374999998,False,REGULAR,USD,0,2023-07-14
120,TSLA230714C00490000,2023-07-07 13:50:00+00:00,490.0,274.42999267578125,0.0,0.01,0.0,0.0,2.0,89.0,1.3125034374999998,False,REGULAR,USD,0,2023-07-14
121,TSLA230714C00495000,2023-07-07 13:48:50+00:00,495.0,274.42999267578125,0.0,0.01,0.0,0.0,2.0,146.0,1.3437532812499997,False,REGULAR,USD,0,2023-07-14
122,TSLA230714C00500000,2023-07-07 14:15:00+00:00,500.0,274.42999267578125,0.0,0.01,0.0,0.0,5.0,638.0,1.3750031249999999,False,REGULAR,USD,0,2023-07-14
123,TSLA230714P00020000,2023-07-07 19:21:21+00:00,20.0,274.42999267578125,0.0,0.01,-0.01,-50.0,15.0,61.0,6.0000025,False,REGULAR,USD,1,2023-07-14
124,TSLA230714P00030000,2023-07-03 13:49:50+00:00,30.0,274.42999267578125,0.0,0.01,0.0,0.0,21.0,51.0,5.12500359375,False,REGULAR,USD,1,2023-07-14
125,TSLA230714P00040000,2023-06-09 16:06:55+00:00,40.0,274.42999267578125,0.0,0.01,0.0,0.0,,1.0,4.375004531249999,False,REGULAR,USD,1,2023-07-14
126,TSLA230714P00050000,2023-06-28 14:45:26+00:00,50.0,274.42999267578125,0.0,0.01,0.0,0.0,1.0,926.0,3.8750003125,False,REGULAR,USD,1,2023-07-14
127,TSLA230714P00060000,2023-06-16 19:03:27+00:00,60.0,274.42999267578125,0.0,0.01,0.0,0.0,1.0,19.0,3.50000125,False,REGULAR,USD,1,2023-07-14
128,TSLA230714P00080000,2023-06-26 15:16:54+00:00,80.0,274.42999267578125,0.0,0.01,0.0,0.0,250.0,338.0,2.8750028125,False,REGULAR,USD,1,2023-07-14
129,TSLA230714P00085000,2023-06-26 14:51:16+00:00,85.0,274.42999267578125,0.0,0.01,0.0,0.0,162.0,269.0,2.68750328125,False,REGULAR,USD,1,2023-07-14
130,TSLA230714P00090000,2023-06-27 18:50:13+00:00,90.0,274.42999267578125,0.0,0.01,0.0,0.0,25.0,29.0,2.56250359375,False,REGULAR,USD,1,2023-07-14
131,TSLA230714P00095000,2023-06-16 14:52:57+00:00,95.0,274.42999267578125,0.0,0.01,0.0,0.0,2.0,2.0,2.43750390625,False,REGULAR,USD,1,2023-07-14
132,TSLA230714P00100000,2023-07-03 13:30:02+00:00,100.0,274.42999267578125,0.0,0.01,0.0,0.0,7.0,296.0,2.3750040624999995,False,REGULAR,USD,1,2023-07-14
133,TSLA230714P00105000,2023-06-30 13:30:40+00:00,105.0,274.42999267578125,0.0,0.01,0.0,0.0,5.0,183.0,2.2500043749999996,False,REGULAR,USD,1,2023-07-14
134,TSLA230714P00110000,2023-07-06 18:42:15+00:00,110.0,274.42999267578125,0.0,0.01,0.0,0.0,3.0,261.0,2.1250046874999997,False,REGULAR,USD,1,2023-07-14
135,TSLA230714P00115000,2023-07-06 13:53:43+00:00,115.0,274.42999267578125,0.0,0.01,0.0,0.0,2.0,117.0,2.000005,False,REGULAR,USD,1,2023-07-14
136,TSLA230714P00120000,2023-07-06 13:53:35+00:00,120.0,274.42999267578125,0.0,0.01,0.0,0.0,1.0,161.0,1.9375003125,False,REGULAR,USD,1,2023-07-14
137,TSLA230714P00125000,2023-07-06 17:52:01+00:00,125.0,274.42999267578125,0.0,0.01,0.0,0.0,51.0,1223.0,1.8437507812499998,False,REGULAR,USD,1,2023-07-14
138,TSLA230714P00130000,2023-07-06 13:52:47+00:00,130.0,274.42999267578125,0.0,0.01,0.0,0.0,16.0,5958.0,1.75000125,False,REGULAR,USD,1,2023-07-14
139,TSLA230714P00135000,2023-07-06 13:55:00+00:00,135.0,274.42999267578125,0.0,0.01,0.0,0.0,130.0,3889.0,1.6875015625,False,REGULAR,USD,1,2023-07-14
140,TSLA230714P00140000,2023-07-07 19:45:31+00:00,140.0,274.42999267578125,0.0,0.01,0.0,0.0,15163.0,1298.0,1.5937520312499998,False,REGULAR,USD,1,2023-07-14
141,TSLA230714P00145000,2023-07-07 19:50:48+00:00,145.0,274.42999267578125,0.0,0.01,0.0,0.0,597.0,1252.0,1.5000025,False,REGULAR,USD,1,2023-07-14
142,TSLA230714P00150000,2023-07-07 19:57:57+00:00,150.0,274.42999267578125,0.0,0.01,0.0,0.0,186.0,1778.0,1.4375028125,False,REGULAR,USD,1,2023-07-14
