strike,2023-07-14,2023-07-21,2023-07-28,2023-08-04,2023-08-11,2023-08-18,2023-08-25,2023-09-15,2023-10-20,2023-11-17,2023-12-15,2024-01-19,2024-03-15,2024-06-21,2024-09-20,2025-01-17,2025-06-20,2025-12-19
16.0,3.655937807607868e-05,0.0002782159863273644,0.0005198725945786501,0.0007615292028299358,0.0018035359530929034,0.002845542703355871,0.0038875494536188384,0.00029544612605476584,0.0008275246707007966,0.020955291173233803,0.00022000219247821917,0.010345879023236226,0.007044310283096329,0.0037427415429564324,0.00044117280281653627,0.023386638847117457,0.04633210489141838,0.001602783692964993
17.0,4.1986731258203405e-05,0.0002719277313648627,0.000501868731471522,0.0007318097315781813,0.00184479023966499,0.002957770747751798,0.004070751255838606,0.00030711715648173434,0.00038459741194891707,0.02034053664061879,0.00022927941006578578,0.009444692682084154,0.006783356108138797,0.0041220195341934406,0.0014606829602480831,0.025919191733329475,0.05037770050641086,0.0015903227562549193
18.0,4.685308839583735e-05,0.00026526547903936903,0.0004836778696829007,0.0007020902603264323,0.001883594922345581,0.0030650995843647293,0.004246604246383878,0.00031810012952696585,0.009905905560833221,0.01949371099213948,0.000239029356688647,0.008239568063841745,0.0060604419306449385,0.0038813157974481316,0.0017021896642513245,0.02601065747524491,0.0503191252862385,0.0015788408084632943
19.0,5.020785207591194e-05,0.00025759549774216536,0.00046498314340841874,0.0006723707890746722,0.001916961743689205,0.003161552698303738,0.004406143652918271,0.0003282702589636699,0.009527444414529391,0.01872661857009511,0.0002487075586893206,0.007171704797132245,0.005177699143458054,0.0031836934897838624,0.0011896878361096707,0.02343788462975795,0.04568608142340623,0.0015690037143131995
20.0,5.094922875308328e-05,0.000248183258443078,0.0004454172881330727,0.0006426513178230675,0.001943732340376699,0.0032448133629303304,0.004545894385483962,0.0003374923597147694,0.009301026001023158,0.018264559642331545,0.0002573567194643522,0.006459397564477098,0.004323950352735532,0.0021885031409939653,5.30559292523991e-05,0.018550085341164865,0.03704711475307733,0.0015612032776231633
21.0,4.7824228753012844e-05,0.00023619343469251836,0.0004245626406320239,0.0006129318465715294,0.0019645782432150373,0.003316224639858545,0.004667871036502053,0.0003456208478499423,0.009295975625046964,0.018246330402243983,0.00026360671946434877,0.00609803610229413,0.010080351832450745,0.014062667562607357,0.018044983292763973,0.022027299022920586,0.026009614753077198,0.001555557241305222
22.0,3.959486684095848e-05,0.00022080070300058613,0.0004020065391602138,0.0005832123753198414,0.001981681230559812,0.0033801500857997824,0.004778618941039753,0.0003524997405878583,0.009533215476706903,0.018713931212825947,0.0002659255873960875,0.005907075353181313,0.00452148115974806,0.0031358869663148077,0.0017502927728815553,0.00036469857944830265,0.01492049291979441,0.0015519558875470851
23.0,2.5702964503931948e-05,0.00020163294435870022,0.0003775629242134685,0.0005534929040682368,0.0019974547420052204,0.0034414165799422037,0.004885378417879188,0.00035796265629414736,0.009964681119590004,0.01957139958288586,0.00026362338502955993,0.005717916075037055,0.0044913947910658805,0.0032648735070947062,0.002038352223123532,0.0008118309391523581,0.005668896271791507,0.001550248438527646
24.0,6.436350519789524e-06,0.0001788820446187112,0.0003513277387176329,0.0005237734328165545,0.002014224231806031,0.003504675030795508,0.004995125829784985,0.0003618328144830207,0.010468175612790133,0.020574518411097246,0.0002571031783985267,0.0054208749933434995,0.004339514032767224,0.0032581530721909474,0.0021767921116146714,0.0010954311510383951,0.0013228604038188873,0.0015502896565993795
25.0,0.0,0.0,0.0,0.000494053961564872,0.0020342271688780222,0.003574400376191172,0.005114573583504323,0.0003639230358154333,0.010847369510907864,0.021330815986000295,0.0002478610378013724,0.004965184801164074,0.004028330649310717,0.00309147649745736,0.002154622345604003,0.0012177681937506457,0.0013848540190187107,0.001551939844286776
26.0,0.0,0.0,0.0,0.0004643344903132618,0.0020596130367977602,0.0036548915832822584,0.0052501701297667566,0.00036403574210119307,0.010831800864050688,0.02129956598600018,0.00023848603780137755,0.004358994159145341,0.0017000571529575792,0.009461044543919873,0.005337843868835224,0.0012146431937505753,0.001384854019018711,0.0015550648442868465
27.0,0.0,0.0,2.1082233103020263e-05,0.0004346150190615794,0.0020921044166810044,0.0037495938143004295,0.005407083211919855,0.00036196815572417385,0.01011924049375917,0.019876512831794167,0.00023227384146046748,0.00365736737878834,0.015142204159162986,0.03892989506711175,0.020038358918787053,0.0011468227704623524,0.0013531758266249138,0.0015595288827874754
28.0,0.0,0.0,6.239982197804305e-05,0.00040489554780997474,0.0021316413186975524,0.00385838708958513,0.005585132860472708,0.00035753309734580795,0.008545153096707631,0.016732773096069454,0.00023168103727733703,0.0029142831555304116,0.027927932295469304,0.06692688019768647,0.03399632630726679,0.0010657724168471106,0.0014007896265946617,0.0015651659427449948
29.0,0.0,0.0013049422608418127,0.00010343365993605857,0.0003751760765582146,0.002176042264949283,0.003976908453340352,0.00577777464173142,0.0003505641853319474,0.0061250625206304915,0.011899560855929036,0.00023793872342295352,0.0021706342520209144,0.04001110963544237,0.09334855990805062,0.047176824876300504,0.0010050898445503943,0.0043582506737502025,0.001571772607201466
30.0,0.0,0.0036834832054218223,0.00014366682618494053,0.0003454566053067487,0.0022210042894708092,0.004096551973634869,0.00597209965779893,0.00034091583575289187,0.003054551764322394,0.005768187692891896,0.00025105250773883593,0.001454227498116506,0.05135137074345111,0.11810442417406208,0.05954246457897977,0.0009805049838974623,0.006535140861835986,0.0015791080592855889
31.0,0.0,0.0036834832054219667,0.0001823392291654291,0.0003157371340549997,0.0022601029382285165,0.004204468742402033,0.006148834546575549,0.0003284632623831385,0.00030890967750167494,0.0002893560926202114,0.00026980250773874783,0.0007797837908849914,0.06191411667466895,0.14111689297502567,0.07105338647946152,0.0009898799838973793,0.007238265861835913,0.0015868940822137078
32.0,0.0,0.0024174052727973126,0.00021849271943344962,0.00028601766280345606,0.002285795462258565,0.004285573261713673,0.006285351061168782,0.0003131024767008495,0.0003060519725572197,0.00029900146841359,0.00029195096426996023,0.00015106458459164805,0.07167051497507493,0.16232131629369678,0.08166920081619994,0.0010170853387030832,0.0059381458225592374,0.0015948536062604323
33.0,0.0,0.0008373863981754714,0.00025115154119489393,0.0002562981915517071,0.002293433590212531,0.004330568988873355,0.006367704387534178,0.00029475028788986666,0.00030152442398043156,0.0003082985600709964,0.0003150726961615613,0.04045628618880588,0.0805974996814502,0.18166597411627813,0.09135673925486824,0.0010475043934583539,0.0024778702218304026,0.0016028648966497638
34.0,0.0,0.0,0.0002793674451877615,0.00022657872030009684,0.0022822667214953555,0.004337954722690615,0.006393642723885873,0.00027334430283694754,0.0002944837731867285,0.00031562324353650955,0.0003367627138862905,0.04450726701763443,0.08867777132138258,0.19911207643242365,0.10009199295159185,0.0010719094707600629,0.001341454785645732,0.0016110001005314011
35.0,0.0,0.0,0.0003022196886825479,0.0001968592490483423,0.0022554419262643087,0.004314024603480275,0.006372607280696241,0.00024884292613364665,0.0002841073572763253,0.0003193717884190039,0.00035463621956168255,0.048127216566412286,0.09589979691326289,0.21463376323523436,0.1078601125529469,0.0010864618706594332,0.001352993558817417,0.0016195252469754008
36.0,0.0,0.0,0.00031881503548262803,0.00016713977779673206,8.158653250023296e-06,0.0031669454669731147,0.006325732280696206,0.00022122536007558314,0.00026959310903294326,0.0003179608579903033,0.0003663286069476634,0.05131206928661741,0.10225780996628715,0.22821810452126196,0.11465540819596069,0.001092711870659424,0.0013608060588173347,0.0016289002469752456
37.0,0.0,0.0,0.00032837975553129395,0.00013742030654512739,4.552859132864739e-05,0.003163860991158066,0.006282193390987484,0.0001904916046630234,0.0002502618251657429,0.0003100320456684624,0.00036980226617118196,0.054060806373312974,0.10775181048045476,0.23986510029050628,0.1204807430826159,0.0010963858747255306,0.0013680332330321232,0.0016396805913387158
38.0,0.0,0.0,0.0003306276233441041,0.00010770083529336727,8.289852940720487e-05,0.0031737499904494868,0.006264601451491769,0.00015666245759966558,0.00022596623926827893,0.0002952700209368923,0.00036457380260550564,0.0563760693745881,0.11238756494657069,0.24958768054641584,0.12534510777786778,0.0011025350093197494,0.0013773295757844306,0.0016521241422491118
39.0,0.0,0.0,0.0003258519176168262,7.798136404183476e-05,0.00012026846748561804,0.003202809687274577,0.006285350907063536,0.00011977951429464895,0.00019719329006086527,0.0002746070658270816,0.00035202084159329796,0.05826431359391839,0.1161766063462435,0.2574117052958893,0.12926301378414906,0.0011143222724088297,0.0013902075517827238,0.001666092831156618
40.0,0.0,8.718213907116246e-05,0.00031492542122543157,4.826189279015236e-05,0.00015763840556424214,0.0032521291065269633,0.006346619807489684,7.990516786058887e-05,0.0022839177752807414,0.001309649901863849,0.00033538202844695666,0.059735808090166556,0.11913623415188616,0.2633759645492734,0.0024383864697975323,0.0011330225334646115,0.0014070375961210161,0.001681052658777421
41.0,0.0,9.030713907115517e-05,0.00029930042122544576,1.854242153854213e-05,0.00019500834364293284,0.0075757868561052545,0.006440369807489704,3.7122609114564886e-05,0.008871417775280572,0.004595587401863808,0.000319757028447043,0.060804635677581695,0.12128951432671635,0.2675321783203648,0.007019636469797419,0.001158022533464731,0.0014270481142800052,0.0016960736950952793
42.0,0.0,7.423876955603426e-06,0.00028083540997372316,0.00025660312807865846,0.00023237084618359382,0.01522197145632489,0.006550792797674854,0.010758924205229125,0.014967055612783397,0.007639169270837875,0.0003112829288923535,0.06148828112682417,0.12266527932475597,0.26994499662640864,0.011263585298136225,0.0011870711623945597,0.00144851303866165,0.0017099549149287407
43.0,0.0,0.0,0.0002611018896114814,0.0002653915947850305,0.0002696812999585796,0.02149417943152664,0.006664097428385585,0.013230646109422706,0.019797194790459827,0.010055517318878238,0.0003138398472966486,0.0618059839690639,0.12329812809083115,0.2706919994880989,0.014627963665030209,0.0012172805692628019,0.0014695020547356246,0.0017217235402084475
44.0,0.0,0.0,0.0002412110731853545,0.00027403077584928215,0.0003068504785132098,0.025885976642992643,0.006770955740650508,0.014860923565104548,0.022950891389558588,0.011639559361497865,0.00032822733343714215,0.061778326697004886,0.12322842606057263,0.2698636969295795,0.01682392215631054,0.0012453764396045176,0.001488068157574496,0.0017307598755444743
45.0,0.0,0.0,0.00022181388464744822,0.0002827792134060647,0.0003437445421646812,0.028303934535280396,0.006866503166186727,0.015623198618046308,0.02437989406990589,0.012366029219630443,0.00035216436935499583,0.06142723476488526,0.12250230516041553,0.2675635289784425,0.017816031233422076,0.0012676979954814982,0.0015022476518543465,0.0017367973082271948
46.0,0.0,0.0,0.00020310095885562874,0.000291642998429148,0.0003801850380026672,0.029067630136219547,0.006950338527399591,0.015674491298652837,0.024398644069906085,0.012389466719630527,0.00038028936935496915,0.060775976588477075,0.12117166380759918,0.26390786566572955,0.017822281233422145,0.001280197995481558,0.0015100601518543756,0.001739922308227193
47.0,2.0961466765290205e-05,0.000102929033387264,0.0001848966000092378,0.0003004262615457859,0.00041595592308233396,0.02881576617710422,0.007025920228984628,0.015313609336064246,0.023601298443143865,0.012003186026917911,0.00040507361069195836,0.05984889944907917,0.11929272528746637,0.2590227745250691,0.017256200326448333,0.001278879475696043,0.0015096968197369524,0.001740514163777862
48.0,9.31727437087193e-05,0.00013010367955104408,0.00016703461539336885,0.00030893313629355994,0.000450831657193751,0.028130651573452636,0.007098151024335008,0.014813987014567643,0.022529823004800276,0.011475148980558316,0.0004204749563163579,0.05867037310948763,0.11692027126265891,0.2530310905892267,0.016495326345579642,0.001261542713628927,0.0015002733186670974,0.001739003923705268
49.0,0.00014787909741734162,0.00014866568561728576,0.0001494522738172299,0.0003170182499362517,0.0004845842260552735,0.027444321545198203,0.007172774207143328,0.014381894887700149,0.021591015568256967,0.011006933426908037,0.000422851285559106,0.05726452571798745,0.1141062001504158,0.24604918388924452,0.01582332474430359,0.0012282219691724106,0.0014820180510920987,0.0017358141330117872
50.0,0.00018581940707989574,0.00015900485634585683,0.00013219030561181788,0.0003245867234627636,0.0005169831413137094,0.027038537616689524,0.007256373611401729,0.014156439778248289,0.021056505945094846,0.010733733219614126,0.0004109604941334055,0.05565524380835391,0.11089952712257442,0.23818695945443874,0.015429988596514548,0.0011811854846087045,0.0014562721587418892,0.001731358832875074
51.0,0.00021208770823847312,0.0001637403054349229,0.00011539290263137269,0.000331594171587285,0.0005477954405431973,0.027044787616689454,0.007356373611401762,0.014209564778248298,0.021062755945094835,0.010724358219614132,0.0003859604941334305,0.05386617229985181,0.10734638410557018,0.2295478573124025,0.01541123859651442,0.0011249354846088965,0.0014254895226285284,0.0017260435606481605
52.0,0.00023491902626488482,0.00016710521892338847,9.929141158189214e-05,0.00033803854941424905,0.000576785687246606,0.027448802416548117,0.007479956821705847,0.014545428718173749,0.021610900614641652,0.0009830356933517247,0.0003510976283396139,0.051920558704387394,0.10349001978043518,0.22022885248900312,0.015768863396071635,0.001065585934820562,0.001392903461165318,0.0017202209875100739
53.0,0.0002608327102581187,0.00017248590879660465,8.413910733509055e-05,0.00034392753909471825,0.000603715970854346,0.028108622882889806,0.007629734897033569,0.015097924043686251,0.02256611319033893,0.0027164306632916912,0.00031046032743823894,0.049840629955119516,0.09937079958280079,0.21032045500838467,0.01640948095265109,0.0010083735762213331,0.0013611935226430201,0.001714013469064707
54.0,0.0002934182665217111,0.0001818065763897897,7.01948862578683e-05,0.00034927039649161883,0.0006283459067253694,0.028759116615785417,0.007802666232232719,0.015730056284823178,0.02365744633741364,0.0038941428224627097,0.000268667524326599,0.04764743661361084,0.09502620570289508,0.19990670989296547,0.017144278866474776,0.0009570356837053873,0.0013321521833475458,0.0017072686829897044
55.0,0.0003333353585615151,1.0295253872311117e-05,5.7723266211906485e-05,0.0003540779511791187,0.0006504326361463309,0.02901197794875145,0.007990055962279908,0.01623394405599721,0.024477832149714513,0.004465287388064005,0.00023086865411137692,0.04536085286982804,0.0904908370855447,0.18906519716344022,0.017689014380520052,0.0009138100660832316,0.0013066848475606825,0.0016995596290381332
56.0,0.0003783138070878045,9.467025387245309e-05,4.699438655372257e-05,0.0003583626064428108,0.0006697308263318991,0.028355727948751408,0.008177555962279925,0.016330819055997325,0.024484082149714724,0.004493412388064111,0.0002027436541116867,0.04299957654214239,0.0857964094301731,0.17786703183877825,0.017664014380520288,0.0008794350660832617,0.0012848098475607389,0.001690184629038216
57.0,0.00042358408566364747,0.00017244095206834232,3.829113881514967e-05,0.0003621419046200808,0.0006859926704250119,0.02623618459877129,0.008347140124419455,0.015713619611354604,0.02308009909828975,0.004133136957732259,0.00018983587594952333,0.04058088486086252,0.08097193384577552,0.16637759797213053,0.016652471089266076,0.0008533017850212599,0.001265811735762376,0.0016783216865034923
58.0,0.00046359930330752144,0.00023218019897924824,3.193768942530428e-05,0.0003654527884610542,0.0006989678874968041,0.02237834352812264,0.008485005465780366,0.01421736484981199,0.019949724233843613,0.0035367045257662265,0.00019488373393016789,0.03811965760236841,0.07604443147080667,0.1546594847944495,0.014433624843815884,0.0008340629814853173,3.445013979685996e-06,0.0016636459250798873
59.0,0.0004924657001414756,0.00026844014550796993,2.8306610389777774e-05,0.00036835516646800123,0.0007084037225462247,0.01686684819502147,0.008583547405292814,0.011861748243690873,0.015139949082088933,0.0028306211108258595,0.0002171536171349686,0.03562813287264479,0.07103911212815461,0.14277322075039484,0.011041059789796748,0.0008197852960062591,0.0010172023414327213,0.0016464839481578509
60.0,0.0005039426473927522,0.00028175224293811583,2.781887929166893e-05,0.00037093191289596094,0.000714044946500253,0.010145989886585698,0.00864135976373549,0.008851137609891013,0.009060915456046537,0.002115655321530957,0.00025243988942044715,0.03311590710728109,0.06597937432514173,0.1307772734983335,0.006762703881404736,0.0008079492510584873,0.0014783288965630025,0.0016278138388716445
61.0,0.0004914426473927591,0.0002786272429383285,3.09438792916672e-05,0.0003732888677527413,0.0007156338562138154,0.0030197077188361733,0.008663234763735483,0.005574575109891083,0.0024859154560466835,0.0014668383564623577,0.0002930648894202637,0.030589935071471355,0.06088680525352245,0.11872804991034003,0.002140828881404744,0.0007954492510584277,0.001515828896562893,0.0016092651600989438
62.0,0.00044895303447872736,0.0002698821871479129,3.813501034251043e-05,0.00037553379571338423,0.000712932581084258,0.004685825901533894,0.00865871922198353,0.0060839082539539974,0.0035090972859244656,0.0009342863178949335,0.0003291838678624925,0.028055182328673708,0.05578118078948492,0.1066798960721956,0.05372960149864497,0.0007793069250943308,0.0013485847109929229,0.0015929345247981564
63.0,0.00037472277859728064,0.00026394836554012314,4.95721340502131e-05,0.000377692221777759,0.0007058123095053048,0.004671075813799987,0.008636339318094668,0.0059397227009724204,0.0032431060838501715,0.000546489466727923,0.0003540047368406407,0.025517235115245784,0.05068046549365093,0.09468509728338895,0.04772231089061314,0.0007595244978373439,0.0011615994922200223,0.0015806478773505717
64.0,0.0002721841862051433,0.00026519830600946204,6.509718488949545e-05,0.00037968639018554903,0.0006942755954816027,0.0046482161911526486,0.008602156786823694,0.005838482703288248,0.003074808619752802,0.00031113453621735564,0.00036509300713425953,0.022982952809104406,0.045600812611074557,0.08279387805711629,0.041766838094692886,0.0007397981322694813,0.0010750578330297577,0.001573776063897725
65.0,0.00014995290027044472,0.0002739457743741958,8.421417020336719e-05,0.00038133526441576636,0.0006784563586281656,0.0046191126383464875,0.00855976891806481,0.00577821418936883,0.0029966594606728484,0.0002151047319768673,0.0003643717882068409,0.020460467929725435,0.04055656407124403,0.07105440212028077,0.03589096002498205,0.0007275179296833301,0.0011443257666243767,0.0015732348323408752
66.0,2.182790027035475e-05,0.00028644577437411667,0.00010608917020334951,0.0003823545271872702,0.000658619884171191,0.00458446422051156,0.008510308556851929,0.005748365615226859,0.002986422673601789,0.00022447973197671777,0.00035812178820691655,0.01795918613814354,0.03556025048808017,0.059512772413492954,0.030123270171588137,0.0007337679296833211,0.001359950766624468,0.0015794848323409383
67.0,0.0,0.00029595529933963417,0.00012958783376127992,0.00038236906223581,0.0006351502907103401,0.004544088539906834,0.008453026789103327,0.005732114499655244,0.0030112022102071617,0.0002902899207590792,0.000355703652600925,0.015489387676719386,0.030623071700837844,0.04821352737369779,0.02449262394414962,0.0007717205146014538,0.0016610159642595323,0.0015925129563299834
68.0,0.0,0.0002969763388605218,0.00015342536157795795,0.0003809628814251925,0.0006085004012724271,0.004498062042936333,0.00838762368460024,0.005715593565164143,0.0030435634457280465,0.00037153332629195066,0.0003644473187067343,2.906090087207991e-05,0.02575681893770678,0.03720162606468634,0.019025920045925918,0.0008502140271654968,0.0019885570171405244,0.0016117577035583252
69.0,0.0,0.0002863166304540976,0.00017620400197301822,0.00037769160652334765,0.0005791792110736771,0.0044470050969027865,0.008314830982731896,0.0056901972732159856,0.0030655635637000748,0.0004409298541841633,0.00038837435432775293,0.00022186056335250505,0.020974355356712236,0.02652294445972153,0.013747545817318995,0.00097214717491646,0.0022989163264489298,0.0016360905211055155
70.0,0.0,0.0002630896595650301,0.0001964130508871176,0.0003720824692037578,0.000547751887520398,0.004392081990007855,0.008236412092495312,0.005652581824225379,0.0030687515559554464,0.00048492128768551357,0.00042819795775173584,0.00040855853459540457,0.01628961604571494,0.016224275441540145,0.008679377235874242,0.0011344790302083407,0.0025637430369396695,0.0016638158038809081
71.0,0.0,0.00022871465956505465,0.0002124288518806583,0.00036363431104465547,0.0005148397702086527,0.004335000931351966,0.00815516209249528,0.005604665157558638,0.003054168222621996,0.0005036712876853533,0.00048132295775189516,0.0005883183513712698,0.011717608022410814,0.006353328802351399,0.003840778916279783,0.0013282290302081667,0.002769993036939622,0.001692670894623094
72.0,0.0,0.00018652161549347345,0.000222680865081909,0.0003518857662781011,0.00048109066747429317,0.004277818682943327,0.008074546698412361,0.005552418893944434,0.003030291089476506,0.0005081632850085782,0.0005425015217340956,0.0007602673260362292,0.0072744102343316516,0.005362868828387895,0.0034513274224441393,0.001539786016500383,0.002917926431968354,0.001720155344335128
73.0,0.0,0.00014017127901774228,0.00022631594297962688,0.00033668799278565865,0.0004470600425916904,0.004222159087732637,0.007997258132873584,0.005501036105112236,0.0030048140773508885,0.0005085920495895401,0.0006064559883320441,0.0009234965465324763,0.002977173558844226,0.0025701638370632645,0.002163154115282303,0.001756144393501341,0.0030130974392181264,0.001744847954021439
74.0,0.0,9.326017217382576e-05,0.00022336439937042373,0.0003182728548471986,0.00041318131032397343,0.004169017701622216,0.007924854092920458,0.005453723256202383,0.0029825924194843067,0.0005114615827662317,0.0006685345755540362,0.0010770608763863265,0.0012993489493060644,0.0015216370222258025,0.0017439250951455404,0.0019662131680652783,0.0030643518611747577,0.001766736035123062
75.0,0.0,4.932058736550338e-05,0.00021474000935931548,0.00029725292314090326,0.000379765836922491,0.004118761793465633,0.007857757750008776,0.00541170020576638,0.002965642661523985,0.0005195851172815902,0.0007247113807853367,0.001219978954709544,0.0014551882034029948,0.0016903974520964455,0.0019256067007898962,0.002160815949483347,0.0030838270856172302,0.0017872154095173454
76.0,0.0,1.182058736552971e-05,0.00020224000935932794,0.00027462147474324186,0.0003470029401271557,0.004071130345067961,0.007795257750008766,0.005374200205766325,0.002953142661523885,0.0005320851172814445,0.0007715863807851497,0.0013512331961999303,0.0015965976345207814,0.0018419620728416326,0.002087326511162484,0.002332690949483335,0.003086952085617156,0.0018090904095173221
77.0,0.0,0.0,0.00018816208395548982,0.0002515835345783285,0.00031500498520116714,0.0040254286871746455,0.007735852389148123,0.005338995572500879,0.002942138755853636,0.0005452819392063934,0.0008065902604625586,0.0014698157107371323,0.0017215581379021669,0.0019733005650672012,0.0022250429922322356,0.0024767854193972704,0.0030905033078668263,0.0018360871500487986
78.0,0.0,0.0,0.0001737723133587832,0.00022888004121455197,0.00028398776907032075,0.0039813070434273,0.007678626317784279,0.005304500370306329,0.0029303744228283794,0.0005562484753504293,0.0008288037279654492,0.0015749119817701606,0.0018290423360349513,0.002083172690299742,0.002337303044564533,0.0025914333988293235,0.0031048282259868664,0.0018709066173541121
